APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,STATUS,INCOME_AMT,SPECIAL_CONSIDERATIONS,ASK_AMT,IS_SUCCESSFUL
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,115352,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T6,Independent,C2000,ProductDev,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T19,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,100000-499999,N,5000,0
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,1,100000-499999,N,5000,0
T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,1
T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,67952,0
T3,Independent,Other,Preservation,Trust,1,25000-99999,N,48586,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,25000-99999,N,27206,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T19,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,27096,1
T3,Independent,Other,Preservation,Association,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,81819,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,CommunityServ,Trust,1,25000-99999,N,42911,0
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,18828,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,25000-99999,N,5894,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,10312,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,25000-99999,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,21521,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,1,100000-499999,N,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,1
T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,1-9999,N,5000,1
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,1-9999,N,5000,0
T7,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,73163,0
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,55178,0
T3,Independent,Other,Preservation,Association,1,10000-24999,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,810440,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
T4,Independent,C3000,ProductDev,Association,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,131901,0
T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,1M-5M,N,454918,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,7287,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,10000-24999,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,100000-499999,N,51546,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,100000-499999,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,65887,1
T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,962768,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,Y,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
T6,Independent,C2000,ProductDev,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,1-9999,N,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,25000-99999,N,14152,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T6,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,799062,0
T19,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,1-9999,N,11839,1
T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,23436,1
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,10000-24999,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,1,1-9999,N,5000,0
T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,1,1-9999,N,5000,0
T3,Independent,Other,Preservation,Association,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,25000-99999,N,51366,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,124694,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,10000-24999,N,20305,1
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,100000-499999,N,46497,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,83955,1
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,8076,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,1M-5M,N,3210955,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,493275,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,632532,1
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T3,Independent,C2000,CommunityServ,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
Other,Independent,C1000,ProductDev,Co-operative,1,100000-499999,N,133602,1
T6,Independent,C1000,ProductDev,Trust,1,25000-99999,N,31908,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,100000-499999,N,43312,1
T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,21067,1
T3,Independent,Other,Preservation,Trust,1,25000-99999,N,15917,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,202469,1
T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
T3,Independent,C1000,CommunityServ,Corporation,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,328715,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,152676,1
T3,CompanySponsored,C2000,Preservation,Trust,1,25000-99999,N,26767,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,25000-99999,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T6,Independent,C1000,ProductDev,Association,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T6,Independent,C2000,ProductDev,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,61984,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,25000-99999,N,29148,1
T6,Independent,C2000,ProductDev,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,100000-499999,N,8668,0
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,25000-99999,N,5000,1
T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,32556,1
T3,Independent,Other,Preservation,Trust,1,25000-99999,N,5705,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,1-9999,N,5000,1
T3,Independent,Other,Preservation,Trust,1,1-9999,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,Other,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,25000-99999,N,23448,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,100000-499999,N,30148,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,20771,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T6,CompanySponsored,Other,ProductDev,Association,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,100000-499999,N,148529,0
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,5000,1
T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,Other,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T7,Independent,C1000,ProductDev,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,5000,1
T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T7,CompanySponsored,C1000,ProductDev,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,95162,0
T3,CompanySponsored,C2100,Preservation,Trust,1,25000-99999,N,41019,0
T3,CompanySponsored,C1000,CommunityServ,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
T3,Independent,Other,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,34200,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,1
T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
T3,Independent,C1000,Preservation,Association,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T7,Independent,C1000,ProductDev,Association,1,0,N,5000,1
T3,Independent,C2000,Preservation,Association,1,0,N,5000,0
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,Other,Preservation,Trust,1,0,N,5000,1
T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
